N,P,K,temperature,humidity,ph,rainfall,label
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,apple
38,135,203,23.76121837,93.661643,5.9655513110000005,100.825956,apple
28,130,196,22.13450646,94.67695747,6.062356467000001,112.9203223,apple
35,142,203,21.17089176,90.23730166,5.895319002000001,123.6495149,apple
12,129,205,22.36238282,91.15761594,6.119432215,118.68327250000002,apple
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,apple
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple
31,121,201,23.15791104,90.34396882,5.731535257999999,110.712841,apple
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,apple
33,138,198,22.29423493,90.69033986,6.222390797999999,122.7418744,apple
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,apple
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple
31,137,196,22.14464104,93.82567435,6.400321212000001,120.6310784,apple
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
22,30,12,15.78144173,92.51077745,6.354006743999999,119.035002,orange
37,6,13,26.03097313,91.50819306,7.511755067999999,101.2847738,orange
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange
7,16,9,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
20,7,9,29.47741671,91.57802915,7.1291369410000005,111.1727497,orange
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
5,23,15,25.66901098,92.04670813,7.408939392000001,112.5424199,orange
0,18,14,29.77149434,92.00719952,7.207991261,114.41617859999998,orange
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
21,17,15,23.98289638,91.5473145,7.455991072000001,118.4901697,orange
33,12,8,25.26052689,90.31153735,6.822282114,117.36952959999998,orange
6,9,12,31.08368929,90.14362642,7.028746406000002,109.6894658,orange
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange
9,11,8,24.85903405,94.39000473,6.559236744,111.78037340000002,orange
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange
16,8,9,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
4,13,6,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange
11,14,5,11.50322938,94.8933184,6.946354724,115.56837759999998,orange
9,8,15,14.34320488,94.35734702,7.994465371,110.22231229999998,orange
5,18,14,33.105698100000005,93.48447453,7.434118807000001,119.1709113,orange
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
5,25,6,30.72119881,94.01331956,6.0113021810000005,106.8118019,orange
6,8,11,24.35590861,92.39651663,6.600948787999999,119.6946577,orange
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
24,27,9,18.86883219,93.24688124,6.157135092000001,119.3936976,orange
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
15,9,11,11.54785707,94.14861001,7.907956251,108.82891709999998,orange
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
14,22,9,17.24944623,91.13772765,6.543191814,112.50905159999998,orange
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
19,24,15,20.48954522,93.72485075,7.137136973,111.83919509999998,orange
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
18,12,8,12.59093977,91.81668769,6.206053072,119.39167179999998,orange
20,20,10,11.86631922,93.68394562,6.976997772000001,106.060149,orange
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
25,21,11,32.23797837,90.15406807,6.460044777999999,104.7052254,orange
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
37,18,12,10.2708877,90.19147747,7.401121811,106.69552040000002,orange
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
19,7,9,27.255435,91.71369387,6.969883482999999,101.139435,orange
28,7,9,34.591784600000004,92.13229786,6.730757538,115.5650287,orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
20,23,11,31.852069399999998,90.12220323,6.407715561,109.9455062,orange
18,14,11,28.04799508,90.00621688,6.550814117000001,117.1311498,orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
6,13,9,34.51423957,90.56151463,7.786725333,118.32719679999998,orange
27,30,5,32.71748548,90.54608254,7.656978112000001,113.328978,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
61,68,50,35.21462816,91.49725058,6.7932454170000005,243.0745066,papaya
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
69,64,47,40.21199348,94.50766912,6.993473247000001,186.6762324,papaya
58,51,47,42.13473976,91.70445386,6.757470637000001,197.402901,papaya
59,47,53,32.86316618,91.4618874,6.8506632320000005,47.271547,papaya
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
56,58,49,37.13165026,94.60761797,6.69215564,172.47880619999995,papaya
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
47,46,52,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
36,59,46,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
44,56,49,39.23342464,91.25589286,6.519779582999999,64.4478499,papaya
34,68,51,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
65,62,51,31.53243779,90.87394933,6.5116248410000015,207.0735119,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya
50,47,48,24.63676897,90.61964344,6.712772332999999,218.2299187,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
70,68,55,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya
59,62,52,43.67549305,93.10887229,6.608667683999999,103.8235658,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
42,60,47,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
34,65,48,41.41968393,90.03863107,6.665024507999999,199.3096432,papaya
36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya
49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
40,65,49,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
50,46,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
40,49,47,42.93368602,91.1756748,6.501521192,246.36132680000003,papaya
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
49,55,51,24.87212063,93.90560147,6.676578778,135.16945249999998,papaya
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.66564440000005,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.68920930000004,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
70,50,53,37.4620912,90.44967809,6.933809742999999,172.3458448,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68,69,52,25.65492304,92.74501561,6.813383387000001,52.95477913,papaya
32,55,52,37.58899717,91.99740365,6.967759599999999,159.6577388,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.40123369999995,papaya
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
48,57,54,29.02328049,90.20396783,6.617703177999999,126.8069869,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya
57,64,55,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.09088140000003,papaya
54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya
58,55,47,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya
68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
43,64,47,38.58954491,91.58076549,6.8256647820000005,102.2708231,papaya
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
56,59,55,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya
39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya
18,30,29,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,coconut
37,23,28,25.61294367,94.3138837,5.7400545670000005,224.3206759,coconut
13,28,33,28.130115000000004,95.64807631,5.686972967000001,151.0761899,coconut
2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
7,11,32,29.25902906,95.11294697,5.542169138999999,184.7624496,coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.67113490000003,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.91715369999997,coconut
19,15,34,26.29644905,99.65809151,5.6858890660000005,215.9195049,coconut
0,19,33,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut
31,20,26,25.56567803,97.61361544,6.443168642000001,199.7936345,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
10,9,28,29.01256899,94.01014388,6.282955072999999,150.05003119999995,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
11,6,25,28.69164799,96.65248672,6.081568052000001,178.9635457,coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
16,6,29,29.28725038,91.95614918,5.868285082000001,132.1491176,coconut
32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut
38,14,30,26.92449525,91.20106019,5.5707453860000005,194.9022136,coconut
8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.73069909999995,coconut
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
17,11,32,28.74013335,93.39676499,5.620733794,156.76508230000005,coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut
10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut
0,29,32,28.05912437,98.3670985,5.868255858,171.65163959999995,coconut
32,11,31,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut
1,12,30,27.754298,95.94643831,5.56222383,131.09000759999998,coconut
6,13,29,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut
15,28,32,28.84270971,99.64328526,6.2185718739999984,224.4016682,coconut
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut
25,12,26,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut
26,9,32,25.9490364,94.73860514,6.470465614,144.15711090000005,coconut
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
19,30,30,29.56549169,91.40896307,5.826381164,224.83157290000003,coconut
31,13,33,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
40,22,29,27.55821802,99.98187601,5.735364307,174.62564809999995,coconut
27,10,33,27.81132822,97.48410555,6.465906333,154.06212209999995,coconut
21,20,31,25.60033702,99.7240104,5.855457599,165.82487319999996,coconut
3,9,35,26.91641934,99.84671638,6.318552972999999,225.6323656,coconut
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
27,8,30,26.44600063,98.29937782,6.008386282999999,221.2258168,coconut
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut
23,21,26,26.45488737,93.45042636,5.901495543999999,149.2220255,coconut
37,5,34,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,cotton
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,cotton
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,cotton
131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
100,46,18,24.18586246,76.04203958,6.4316895060000006,69.08056728,cotton
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
131,49,22,25.49848236,79.9751579,7.306918817000001,67.05961949,cotton
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
103,51,20,22.80213132,84.14668447,7.0466074339999984,91.6389565,cotton
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
129,47,20,24.41212325,80.80343786,6.281913857999999,98.60457373,cotton
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
114,40,23,25.53676123,81.13668716,6.7539780610000015,95.4262599,cotton
131,60,17,25.32023717,81.79475917,7.4250413160000015,83.46532547,cotton
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
123,44,21,25.78544484,75.00539324,7.6411165689999985,91.39578861,cotton
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
119,44,15,22.14593688,82.85975490000001,7.091992365,60.65381719,cotton
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
127,53,24,22.21506982,76.17851932,6.127939627999999,70.40557612,cotton
134,52,18,23.9643129,76.59175937,7.994679507000001,76.13090645,cotton
109,36,18,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
100,48,17,23.7805123,83.03878838,7.827877817999999,66.26555904,cotton
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
111,39,22,22.60361557,80.35090459999998,6.135025006,88.57395505,cotton
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton
112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton
105,56,15,25.96779712,81.97904282,7.272316208999999,74.14169043,cotton
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
106,49,24,23.03887865,76.47039772,6.983395572999999,90.64770699,cotton
121,53,19,23.51308653,76.72621429,7.976889497999999,80.11272117,cotton
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
100,52,19,23.45969093,82.44777468,7.903528672999999,93.50153555,cotton
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
118,44,23,22.08458267,82.82904143,6.6916904760000016,67.06459777,cotton
